/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_456.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_456.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_456.jpg,0,0,0,4.93764E-06
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_525.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_525.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_525.jpg,0,0,0,5.899618E-06
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_601.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_601.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_601.jpg,0,0,0,2.835715E-06
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_672.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_672.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_672.jpg,0,0,0,2.189144E-05
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_747.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_747.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_747.jpg,0,0,0,1.111758E-05
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_824.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_824.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_824.jpg,0,0,0,5.373136E-06
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_901.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_901.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_901.jpg,0,0,0,1.350598E-05
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_28_971.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_28_971.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_28_971.jpg,0,0,0,1.456792E-05
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_29_048.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_29_048.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_29_048.jpg,0,0,0,1.337269E-05
/Users/dariazahaleanu/Desktop/Hacking /IMG/center_2018_06_29_14_49_29_119.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/left_2018_06_29_14_49_29_119.jpg,/Users/dariazahaleanu/Desktop/Hacking /IMG/right_2018_06_29_14_49_29_119.jpg,0,0,0,4.536692E-06
